,Functional grp name,SMARTS,Smiles
2304,Oxygen-nitrogen single bond,"[OR0,NR0][OR0,NR0]",**
2305,Perfluorinated chain,[CX4](F)(F)[CX4](F)F,FC(F)C(F)F
2306,Peroxide,OO,OO
2307,Phenol ester,c1ccccc1OC(=O)[#6],CC(=O)Oc1ccccc1
2308,Phenyl carbonate,c1ccccc1OC(=O)O,OC(=O)Oc1ccccc1
2309,Phosphor,P,P
2310,Phthalimide,"[cR,CR]~C(=O)NC(=O)~[cR,CR]",*~C(=O)NC(~*)=O
2311,Polycyclic aromatic hydrocarbon (1),"a1aa2a3a(a1)[a,A]=,:[a,A]-,:[a,A]=,:[a,A]3A=AA2",*1*=**2:*3:*1:*:*:*:*:3:*=**=2
2312,Polycyclic aromatichydrocarbon (2),a21aa3a(aa1aaaa2)aaaa3,*1:*:*:*2:*:*3:*:*:*:*:*:3:*:*:2:*:1
2313,Polycyclic aromatichydrocarbon (3),a31a(a2a(aa1)aaaa2)aaaa3,*1:*:*:*2:*(:*:1):*:*:*1:*:*:*:*:*:1:2
2314,Polyene,[CR0]=[CR0][CR0]=[CR0],C=CC=C
2315,Quaternary nitrogen (1),"[s,S,c,C,n,N,o,O]~[nX3+,NX4+](~[s,S,c,C,n,N])~[s,S,c,C,n,N]",*~*(~*)~*
2316,Quaternary nitrogen (2),"[s,S,c,C,n,N,o,O]~[n+,N+](~[s,S,c,C,n,N,o,O])(~[s,S,c,C,n,N,o,O])~[s,S,c,C,n,N,o,O]",*~*(~*)(~*)~*
2317,Quaternary nitrogen (3),[*]=[N+]=[*],*=[N+]=*
2318,Saponine derivative,O1CCCCC1OC2CCC3CCCCC3C2,C1CCC(OC2CCC3CCCCC3C2)OC1
2319,Silicon halogen,"[Si][F,Cl,Br,I]",*[Si]
2320,Stilbene,c1ccccc1C=Cc2ccccc2,C(=Cc1ccccc1)c1ccccc1
2321,Sulfinic acid,"[SX3](=O)[O-,OH]",*S=O
2322,Sulfonic acid,"[C,c]S(=O)(=O)O[C,c]",*OS(*)(=O)=O
2323,Sulfonyl cyanide,S(=O)(=O)C#N,N#CS(=O)=O
2324,Sulfur oxygen single bond,[SX2]O,OS
2325,Sulphate,OS(=O)(=O)[O-],OS(=O)(=O)[O-]
2326,Sulphur nitrogen single bond,[SX2H0][N],NS
2327,Thiobenzothiazole (1),c12ccccc1(SC(S)=N2),SC1=Nc2ccccc2S1
2328,Thiobenzothiazole (2),c12ccccc1(SC(=S)N2),S=C1Nc2ccccc2S1
2329,Thiocarbonyl group,"[C,c]=S",*=S
2330,Thiol (1),[S-],[SH-]
2331,Thiol (2),[SH],[SH]
2332,Three-membered heterocycle,"*1[O,S,N]*1",*1**1
2333,Triflate,OS(=O)(=O)C(F)(F)F,OS(=O)(=O)C(F)(F)F
2334,Triphenyl methylsilyl,"[SiR0,CR0](c1ccccc1)(c2ccccc2)(c3ccccc3)",c1ccc(*(c2ccccc2)c2ccccc2)cc1
2335,Triple bond,C#C,C#C
2336,Aromatic NO2,"[$([NX3](=O)=O),$([NX3+](=O)[O-])]-c(:*):*",*c(:*):*
2337,Deuterium,[2H],[2HH]
2338,C13,[13#6],[13CH4]
2339,2-Chloropyridine,n1c(cccc1)Cl,Clc1ccccn1
2340,"Si,B,Se atoms","[Si,B,Se]",*
2341,Hetero imides,[!#6]-[CH2]-N1C(=O)CCC(=O)1,*CN1C(=O)CCC1=O
2342,Poly ethers,O[CH2][CH2]O-!@[CH2][CH2]O,O[CH2][CH2]O[CH2][CH2]O
2343,Acyclic imines,"C-!@[NX2]=[C!R,#1]-C",C*=NC
2344,Alkyl esters of S or P,"[S,P](=O)OC",CO*=O
2345,Ugly P compounds,"P(=[O,S])[C,N]([C,N])[C,N]",**(*)P=*
2346,"Acyclic N-,=N and not N bound to carbonyl or sulfone","[N;!$(N-[C,S]=*)]-,=;!@[N;!$(N-[C,S]=*)]",NN
2347,Acyclic N-C-N,N-!@[CX4]-!@N,NCN
2348,Acyclic N-S,N-!@[SX2]-*,*SN
2349,"1,2-Dicarbonyl not in ring",O=[CX3]-!@[CX3]=O,O=CC=O
2350,"Carbamate, t-BOC protected",NC(OC([CH3])([CH3])[CH3])=O,[CH3]C([CH3])([CH3])OC(N)=O
2351,"Carbamate, Cbz protected",NC(O[CH2]c1ccccc1)=O,NC(=O)O[CH2]c1ccccc1
2352,Carbamate include di-substitued N,OC(=O)-!@[NX3],NC(O)=O
2353,Acyl halide,"O=C-[F,Cl,Br,I]",*C=O
2354,Alpha halo carbonyl,"O=C-C-[F,Cl,Br,I]",*CC=O
2355,Sufonyl halide,"S(=O)(=O)-[F,Cl,Br,I]",*[SH](=O)=O
2356,N:C-SCH2 groups,[ND1]=C-!@[SX2]-[CH2D2],[CH2]SC=N
2357,26,N-C(=S)-N,NC(N)=S
2358,Terminal vinyl,[CH2D1]=[CD2]-!@*,*C=C
2359,28,S=P~*,*~P=S
2360,Thio cyanates,S-C#N,N#CS
2361,Thionyl,[Sv4](=O)(-!@[!#1])-!@[!#1],*S(*)=O
2362,N-Haloamines,"N-[F,Cl,Br,I]",*N
2363,N-C-Hal or cyano methyl,"N-C-[F,Cl,Br,I,$(C#N)]",*CN
2364,Alpha beta-unsaturated ketones; center of Michael reactivity,"[$(C#N),$(N(~O)~O),$(C=O),$(S(=O)=O),$(C(F)(F)F),Cl][C!H0]=[C!H0]",*C=C
2365,Aliphatic ketone not ring and not di-carbonyl,[C;!$(C=*)][C!R](=O)[CH2D2],CC([CH2])=O
2366,"Aliphatic ester, not lactones",C[C!R](=O)[O!R][CH2D2],CC(=O)O[CH2]
2367,"Long aliphatic chain, 6+",[CH2][CH2][CH2]-!@[CH2][CH2][CH2],[CH2][CH2][CH2][CH2][CH2][CH2]
2368,Acyclic C=N-H,[NH1X2]=[C!R;!$(C(-N)(=[NH1])-N)],C=N
2369,Acyclic no not nitro,O-!@[N;!$(N(=O)=O);!$([N+](=O)[O-])],NO
2370,42,S-S,SS
2371,43,O~O,O~O
2372,Aziridine-like N in 3-membered ring,N~1~*~*1,*1~*~N~1
2373,Aryl iodide,I-c:*,*:cI
2374,Aryl bromide,Br-c:*,*:cBr
2375,Multiple aromatic rings,a1aaa2a(a1)aaa(a2):a,*:*1:*:*:*2:*:*:*:*:*:2:*:1
2376,S/PO3 groups,"[P,S](~O)(~O)~O",O~*(~O)~O
2377,Adamantyl,C12CC3CC(C1)CC(C2)C3,C1C2CC3CC1CC(C2)C3
2378,Too many cyano groups (>1),C#N.C#N,C#N.C#N
2379,Too many COOH groups (>1),[CX3](=O)[OH1].[CX3](=O)[OH1],O=C[OH].O=C[OH]
2380,Amino acid,[NH2][CX4]C(=O)O,[NH2]CC(O)=O
2381,Chlorates,Cl~O,O~Cl
2382,High halogen content (>3),"[F,Cl,Br,I].[F,Cl,Br,I].[F,Cl,Br,I].[F,Cl,Br,I]",*.*.*.*
2383,Filter1_2_halo_ether,"[Cl,Br,I][CX4][CX4][$([O,S,N]*),Cl,Br,I]",*CC*
2384,Filter2_acyl_phosphyl_sulfonyl_halide,"[C,S,P](=O)[F,Cl,Br,I]",**=O
2385,Filter3_allyl_halide,"[F,Cl,Br,I][CX4]C=C",*CC=C
2386,Filter4_alpha_halo_carbonyl,"[Br,Cl,I][C!H0]C=[O,S]",*CC=*
2387,Filter5_azo,"[!#7,#1]~[NX2R0]=[NX2R0]~[!#7,#1]",*~N=N~*
2388,Filter6_benzyl_halide,"[Br,Cl,I][CX4]c",*Cc
2389,Filter7_diazo,[!#7]~[NX2]~[NX1],*~N~N
2390,Filter8_thio_isocyanat_diimin,"N=C=[N,O,P,S]",*=C=N
2391,Filter9_metal,"[!#1!#6!#7!#8!#9!#15!#16!#17]~[*,#1]",*~*
2392,Filter10_Terminal_vinyl,"[CH2]=[CH][N,O,P,S;R0]",*[CH]=C
2393,Filter11_nitrosamin,[NR0]~[NX2]~[OX1],N~N~O
2394,Filter12_nitroso,"[*,#1]~[NX2]~[OX1]",*~N~O
2395,Filter13_PS_double_bond,"S=P~[*,#1]",*~P=S
2396,Filter14_thio_oxopyrylium_salt,"c1ccc[s,o;X2]c1",*1ccccc1
2397,Filter15_thiosulfate,[SX4](~S)(~O)(~O)~*,*~S(~O)(~O)~S
2398,Filter16_trialkyl_phosphin,[PX3]([#6])([#6])[#6],CP(C)C
2399,Filter17_trialkyl_phosphin2,[PX4](~[!O!S])([#6])([#6])[#6],*~P(C)(C)C
2400,Filter18_oxime_ester,"[!#7,#1]C=NO[C,S,P](=O)*",*C=NO*(*)=O
2401,Filter19_hydroxyimide_ester,O=C[NX3](C=O)OC(=O)*,*C(=O)ON(C=O)C=O
2402,Filter20_hydrazine,[Nv3X3][Nv3X3!H0],NN
2403,Filter21_cyanhydrin,[NX1]#C[CX4][OH],N#CC[OH]
2404,Filter22_sulfonium_salt,*[SX3](*)*,*S(*)*
2405,Filter23_ortho_quinone,C1(C=CC=CC1=O)=O,O=C1C=CC=CC1=O
2406,Filter24_react_imide,"*C([F,Cl,Br,I,$(OS(=O)(=O)*)])=[NX2]*",*N=C(*)*
2407,Filter25_sulfonyl_halide,"*S(=O)(=O)[F,Cl,Br,I]",*S(*)(=O)=O
2408,Filter26_alkyl_halide,"AA[CH2][F,Cl,Br,I,$(OS(=O)(=O)*)]",**[CH2]*
2409,Filter27_anhydride,"*[C,S](=O)O[C,S](=O)*",**(=O)O*(*)=O
2410,Filter28_halo_pyrimidine,"c1nc(ncc1)[Br,I]",*c1ncccn1
2411,Filter29_thioester,"CC(=[OX1,SX1,NH])[SX2][*,#1]",*SC(=*)C
2412,Filter30_beta_halo_carbonyl,"[#6,#1]C(=O)CC[Br,I]",*CCC(*)=O
2413,Filter31_SO_bond,"[*,#1][SX2R0]O[*,#1]",*OS*
2414,Filter32_OO_bond,"[*,#1][OR0]O[*,#1]",*OO*
2415,Filter33_C10_alkyl,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2],[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3]
2416,Filter34_isotope,"[2#1,3#1,13C,14C,15N,125I,23F,22Na,32P,33P,35S,45Ca,57Co,103Ru,141Ce]",*
2417,Filter35_PP_bond,P-P,PP
2418,Filter36_SS_double_bond,S=S,S=S
2419,Filter37_silicate,[Si]~O,O~[SiH4]
2420,Filter38_aldehyde,O=[CH]*,*[CH]=O
2421,Filter39_imine,C[CR0]=[NR0][*!O],*N=CC
2422,Filter40_epoxide_aziridine,"C1C[N,S,O]1",*1CC1
2423,Filter41_12_dicarbonyl,*C(=O)C(=O)*,*C(=O)C(*)=O
2424,Filter42_12_dicarbonyl_tautomer,[*!$(C[OH])]=C([OH])C(=O)*,*C(=O)C(=*)[OH]
2425,Filter43_michael_acceptor_sp1,C#CC=O,C#CC=O
2426,Filter44_michael_acceptor2,"[#6,#1,OH0][C!$(C1(=O)C=CC(=O)C=C1)](=O)C=[C!$(C[Nv3X3,OH])]",*C(=O)C=C
2427,Filter45_allyl_halide2,"[Br,Cl,I][CX4]C=[C,N,P]",*CC=*
2428,Filter46_nhalide,"N[F,Cl,Br,I]",*N
2429,Filter47_SO2F,O=S(=O)(*)F,*S(=O)(=O)F
2430,Filter48_FOSO,O=S(*)OF,*S(=O)OF
2431,Filter49_halogen,"[*,#1]~[F,Cl,Br,I]~[*,#1]",*~*~*
2432,Filter50_grignard,"C[Mg][F,Cl,Br,I]",*[Mg]C
2433,Filter51_PN3,N[PX3](N)N,NP(N)N
2434,Filter52_NC_haloamine,"NC[F,Cl,Br,I]",*CN
2435,Filter53_para_quinones,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1
2436,Filter56_SS_bond,S-S,SS
2437,Filter57_polyphenol1,Oc1cc(O)cc(O)c1,Oc1cc(O)cc(O)c1
2438,Filter58_polyphenol2,Oc1c(O)cc(O)cc1,Oc1ccc(O)c(O)c1
2439,Filter59_phoshorous_ylide,C=P,C=P
2440,Filter60_Acyclic_N-S,N!@[SX2],N~S
2441,Filter61_phosphor_halide_and_P_S_bond,"[#15]~[F,Cl,Br,I,#16]",*~P
2442,Filter62_oxo_thio_halide,"[O,S]~[Cl,Br,I]",*~*
2443,Filter63_polyaromatic,a1aaaa2ccc3ccccc3c12,*1:*:*c2*(:*:1)ccc1ccccc12
2444,Filter64_halo_ketone_sulfone,"[#6][C,S](=[O,S])C[F,Cl,Br,I]",*C*(=*)C
2445,Filter65_alkyl_sulfonate,"[#6][P,S](~[OX1])(~[OX1])O[C!H0]",CO*(C)(~O)~O
2446,Filter66_C4_perfluoralkyl,C(F)(F)C(F)(F)C(F)(F)C(F)(F),FC(F)C(F)(F)C(F)(F)C(F)F
2447,Filter67_S_or_O_C_triplebond_N,"[O,S]C#N",*C#N
2448,Filter68_anthracene_acridine,a1aaac2cc3ccccc3cc12,*1:*:*c2cc3ccccc3cc2*:1
2449,Filter69_thio_carbonate,"[O,S]C(=[O,S])[O,S]",*C(*)=*
2450,Filter70_AlkylCN2,*(C#N)C#N,N#C*C#N
2451,Filter71_thio_anhydride,"*C(=[O,S])[O,S]C(=[O,S])*",*C(=*)*C(*)=*
2452,Filter72_hydrated_di_ketone,C(=O)C([OH])[OH],O=CC([OH])[OH]
2453,Filter73_thio_ketone,CC(=S)C,CC(C)=S
2454,Filter74_thiol,*[SX2H],*[SH]
2455,Filter75_alkyl_Br_I,"[C!H0][Br,I]",*C
2456,Filter76_S_ester,CC(=S)O,CC(O)=S
2457,Filter77_alkyl_NO2,"[*!#7]~[#6]-,=CN(~O)(~O)",*~CCN(~O)~O
2458,Filter78_bicyclic_Imide,*~@C1C(=O)NC(=O)C(~@*)1,*~C1C(~*)C(=O)NC1=O
2459,Filter79_maleimide,[CH]1C(=O)NC(=O)[CH]=1,O=C1[CH]=[CH]C(=O)N1
2460,Filter80_Thioepoxide_aziridone,"[N,S]1[C,N,S][C,N,S]1",*1**1
2461,Filter81_Thiocarbamate,"S!@C(=!@[O,S])!@[#7]",*=C(~N)~S
2462,Filter82_pyridinium,"[c,n]1[c,n][c,n][c,n][c,n]n(C)1",Cn1*:*:*:*:*1
2463,Filter83_per_halo_chain,"[F,Cl,Br,I]C-,=;!@C([F,Cl,Br,I])-,=;!@C([F,Cl,Br,I])",*CC(*)C*
2464,Filter84_nitrogen_mustard,"[N,P,Se,S][C!H0]C[Br,Cl,I]",*CC*
2465,Filter85_keto_acrylonitrile,*C(=O)C(=!@[C!H0])C#N,*C(=O)C(=C)C#N
2466,Filter86_cyanamide,N#C[#7!$(N(C#N)=C(N)NC)],NC#N
2467,Filter87_crowns,"[N,O,S]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[N,O,S]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[O,N]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[N,O,S]-@C",*C~C*C~C*C~C*C
2468,Filter88_ene_sulfone,[C!H0]=CS(=O)(=O)*,*S(=O)(=O)C=C
2469,Filter89_hydroxylamine,"[*!$(C=O)]!@N!@O[*,#1]",*~N~O*
2470,Filter90_N_double_bond_S,N=!@S,N=S
2471,Filter92_trityl,*(c1ccccc1)(c1ccccc1)(c1ccccc1),c1ccc(*(c2ccccc2)c2ccccc2)cc1
2472,Filter93_acetyl_urea,C(=O)!@N!@C(=O)[#7],NC(=O)~N~C=O
2473,Filter94_2_halo_pyridine,"c1nc(ccc1)[Br,I,Cl,F]",*c1ccccn1
2474,Anhydride,C(=O)OC(=O),O=COC=O
2475,p-Nitrophenyl ester,C(=O)Oc1ccc([N+]([O-])=O)cc1,O=COc1ccc([N+](=O)[O-])cc1
2476,Any carbazide,O=*N=[N+]=[N-],[N-]=[N+]=N*=O
2477,HOBT ester,C(=O)Onnn,nnnOC=O
2478,Aromatic azide,cN=[N+]=[N-],cN=[N+]=[N-]
2479,Imine2,"[#6,#8,#16]-[CH1]=[NH1]",*C=N
2480,Azocyanamide,[N;R0]=[N;R0]C#N,N#CN=N
2481,Cyanohydrin,N#CC[OH],N#CC[OH]
2482,Chloramidine,[Cl]C([C&R0])=N,CC(=N)Cl
2483,P/S halide,"[P,S][F,Cl,Br,I]",**
2484,Quaternary,"[C+,Cl+,I+,P+,S+]",*
2485,Unacceptable atoms,[!#6;!#7;!#8;!#16;!#1;!#3;!#9;!#11;!#12;!#15;!#17;!#19;!#20;!#30;!#35],*
2486,Triacyloxime,C(=O)N(C(=O))OC(=O),O=CON(C=O)C=O
2487,b-Carbonyl quaternary nitrogen,"C(=O)CC[N+,n+]",*CCC=O
2488,Benzylic quaternary nitrogen,cC[N+],cC[N+]
2489,Phosphorane,C=P,C=P
2490,Lawesson reagent derivatives,P(=S)(S)S,SP(S)=S
2491,Cyanophosphonate,P(OCC)(OCC)(=O)C#N,CCOP(=O)(C#N)OCC
2492,Sulfonate,"COS(=O)(=O)[C,c]",*S(=O)(=O)OC
2493,Heteroaryl sulfonate,"a-S(=O)(=O)-O[$([a&!#6]),$(c[a&!#6]),$(cc[a&!#6]),$(ccc[a&!#6]),$(cccc[a&!#6]),$(ccccc[a&!#6])]",*OS(*)(=O)=O
2494,Sulfate ester,"COS(=O)O[C,c]",*OS(=O)OC
2495,Polyacidic,"[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]",O=*[OH].O=*[OH].O=*[OH].O=*[OH]
2496,Thiol,[SH],[SH]
2497,Benzhydrol,[OH1]-C(-c1ccccc1)c2ccccc2,OC(c1ccccc1)c1ccccc1
2498,Dihydroxybenzene,[OH1]c1ccc([OH1])cc1,[OH]c1ccc([OH])cc1
2499,"2,3,4-Trihydroxyphenyl",c([OH])c([OH])c([OH]),[OH]cc([OH])c[OH]
2500,"2,4,5-Trihydroxyphenyl",c([OH])c([OH])cc([OH]),[OH]ccc([OH])c[OH]
2501,Allene,*=C=*,*=C=*
2502,Azide,"[$(*-[NX2-]-[NX2+]#[NX1]),$(*-[NX2]=[NX2+]=[NX1-]),$(N=N=N)]",*
2503,Azoalkanal,[N;R0]=[N;R0]CC=O,N=NCC=O
2504,Hydrazothiourea,N=NC(=S)N,NC(=S)N=N
2505,Hemiacetal,[#6]-O[CH1](-[#6])[OH1],CO[CH](C)[OH]
2506,Ester,[#6]-C(=O)O-[#6],COC(C)=O
2507,Imine 1,"[#6,#8,#16]-C(=[NH1])[#6,#8,#16]",*C(*)=N
2508,Imine 3,C=[NH],C=N
2509,Thioketone,CC(=S)C,CC(C)=S
2510,Thionoester,COC(=S)C,COC(C)=S
2511,Thioamide,CC(=S)N,CC(N)=S
2512,Long chain hydrocarbon,[CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0],CCCCCC
2513,Long aliphatic chain,"[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]",*******
2514,Unbranched chain,"[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]",*~*~*~*~*~*
2515,Dye 25,acC=&!@Cca,*cC=Cc*
2516,Isonitrile,[N+]#[C-],[C-]#[NH+]
2517,Thiocyanate,SC#N,N#CS
2518,Dye 16 (1),"c[$([NX3](=O)=O),$([NX3+](=O)[O-])]",*c
2519,Nitro aromatic 2+,"a-[$([NX3](=O)=O),$([NX3+](=O)[O-])].a-[$([NX3](=O)=O),$([NX3+](=O)[O-])]",**.**
2520,Dye 29,"[$([NX3](=O)=O),$([NX3+](=O)[O-])]-caac-[$(N(C)C),$([NH]C),$([NH2])]",*c*:*c*
2521,Dye 1 (1),"c1cccc(C(=O)[C,c]([#7])=,:[C,c]([#7])C2(=O))c12",N*1=*(N)C(=O)c2ccccc2C1=O
2522,Dye 7,"N=C1[#6]:,=[#6]C(=[C,N])[#6]:,=[#6]1",*=C1C:CC(=N)C:C1
2523,Dye 11,"*=,:[#6]C([#6]=,:*)[#6]=,:*",*=CC(C=*)C=*
2524,Dye 9,ac-*=&!@*-&!@C(=O)-&!@ca,*c*=*C(=O)c*
2525,Dye 32,"c1cccc2C(=O)C(C:,=*)C(=O)c12",*:CC1C(=O)c2ccccc2C1=O
2526,Dye 6,c12cccc(C(=O)C(ca)C(=O)3)c2c3ccc1,*cC1C(=O)c2cccc3cccc(c23)C1=O
2527,Dye 22,NS(=O)(=O)c1cccc([#7])c1,Nc1cccc(S(N)(=O)=O)c1
2528,Dye 2,OCccCO,OCccCO
2529,Dye 26,c1ccccc1-n2nnnc2[CH2]*,*[CH2]c1nnnn1-c1ccccc1
2530,Perhalo_ketone,"O=CC(-[F,Cl,Br,I])([F,Cl,Br,I])-[F,Cl,Br,I]",*C(*)(*)C=O
2531,Beta halo carbonyl,"O=CCC[F,Cl,Br,I]",*CCC=O
2532,4-Halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[n]:[c,n]:[c,n]1",*c1*:*n*:*1
2533,2-Halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[c,n]:[c,n]:[n]1",*c1*:*:*:*n1
2534,Hetero_hetero,"*[N,S,O]-&!@[N,S,O][#6]",***C
2535,Disulfide,SS,SS
2536,Vinyl michael acceptor1,"[#6]-[CH1]=C-C(=O)[#6,#7,#8]",*C(=O)C=CC
2537,Vinyl michael acceptor2,"[CH2]=C-C(=O)[#6,#7,#8]",*C(=O)C=C
2538,Michael acceptor 5,N#CC(=C)C#N,C=C(C#N)C#N
2539,Michael acceptor 6,"[#6,#7]-&!@[#6](=&!@[CH])-&!@C(=O)-&!@[C,N,O,S]",*C(=[CH])C(*)=O
2540,Alkynyl michael acceptor1,"[#6]-C#CC(=O)[#6,#7,#8]",*C(=O)C#CC
2541,Alkynyl michael acceptor2,"[CH1]#CC(=O)-[#6,#7,#8]",*C(=O)C#C
2542,Nitroalkane,"C[$([NX3](=O)=O),$([NX3+](=O)[O-])]",*C
2543,Nitrate,"[#6]-O-[$([NX3](=O)=O),$([NX3+](=O)[O-])]",*OC
2544,Oxalyl,O=C-&!@C=O,O=CC=O
2545,Dipeptide,*-C(=O)-&!@[NH]-C-&!@C(=O)-&!@[NH]-*,*NC(=O)CNC(*)=O
2546,Quaternary nitroxy,C[N+](-[O-])(C)C,C[N+](C)(C)[O-]
2547,Triphenylphosphine,a-P(-a)-a,*P(*)*
2548,Phosphoric acid,[OH]-P(=O)(-O)-*,*P(=O)(O)O
2549,Phosphoric ester,COP(=O)(-*)O,*P(O)(=O)OC
2550,Di/triphosphate,P(=O)([OH])OP(=O)[OH],O=P([OH])OP(=O)[OH]
2551,Tri phosphoric esters,[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6],*P(=O)(OC)OC.*P(=O)(OC)OC.*P(=O)(OC)OC
2552,Phosphoramide,NP(=O)(N)N,NP(N)(N)=O
2553,Phenalene,c1(c)c2c(c)cccc2ccc1,cc1cccc2cccc(c)c12
2554,Poly(azo(anthracene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1[c,n]c3:[c,n]:[c,n]:[c,n]:[c,n]:c3[c,n]2",*1:*:*c2*c3*:*:*:*c3*c2*:1
2555,Poly(azo(phenanthrene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1:[c,n]:[c,n]:c3:[c,n]:[c,n]:[c,n]:[c,n]:c23",*1:*:*c2c(*:1)*:*c1*:*:*:*c12
2556,Dye 31,a1aaac2ac3acac4aaac(c34)c12,*1:*:*c2c(*:1)*c1*c*c3*:*:*c2c31
2557,Dye 4,c12ccccc1C(=O)c3ccccc3C2=O,O=C1c2ccccc2C(=O)c2ccccc21
2558,Dye 8,c12cccc(C(=O)N(-&!@C)C(=O)3)c2c3ccc1,CN1C(=O)c2cccc3cccc(c23)C1=O
2559,"Epoxide, aziridine, thioepoxide","C1[O,S,N]C1",*1CC1
2560,Propiolactone,C1(=O)OCC1,O=C1CCO1
2561,b-Lactam,N1CCC1=O,O=C1CCN1
2562,Cycloheximide,O=C1CCCC(N1)=O,O=C1CCCC(=O)N1
2563,Aromatic sulfonic ester,"[#6,#7]-S(=O)(=O)Oc",*S(=O)(=O)Oc
2564,Quinone,"[$([o,n]=c1ccc(=[o,n])cc1),$([O,N]=C1C=CC(=[O,N])C=C1),$([O,N]=C1[#6]:,=[#6]C(=[O,N])[#6]:,=[#6]1)]",*
2565,Saponin,O1CCCCC1OC2CCC3CCCCC3C2,C1CCC(OC2CCC3CCCCC3C2)OC1
2566,Monensin,O1CCCCC1C2CCCO2,C1CCC(C2CCCO2)OC1
2567,Squalestatin,C12OCCC(O1)CC2,C1CC2CCC(O1)O2
2568,Cyanidin,[OH]c1cc([OH])cc2=[O+]C(=C([OH])Cc21)c3cc([OH])c([OH])cc3,[OH]C1=C(c2ccc([OH])c([OH])c2)[O+]=c2cc([OH])cc([OH])c2C1
2569,Cytochalasin,O=C1NCC2CCCCC21,O=C1NCC2CCCCC21
2570,"2,2-Dimethyl_4,5-dicarboxy_dithiole",C1(C)(C)SC(C(=O)O)=C(C(=O)O)S1,CC1(C)SC(C(O)=O)=C(C(O)=O)S1
2571,"2,3,4_trihydroxyphenyl",c([OH])c([OH])c([OH]),[OH]cc([OH])c[OH]
2572,"2,3,5_trihydroxyphenyl",c([OH])c([OH])cc([OH]),[OH]ccc([OH])c[OH]
2573,Acid_anhydrides,C(=O)OC(=O),O=COC=O
2574,Acid_halides,"[S,C](=[O,S])[F,Br,Cl,I]",**=*
2575,Acridine,c1c2cc4ccccc4nc2ccc1,c1ccc2nc3ccccc3cc2c1
2576,Active_phosphate,"P(=S)([OH1,O$(O[#6])])([OH1,O$(O[#6])])[S,O]",*P(*)(*)=S
2577,Acyl_cyanide,C(=O)-C#N,N#CC=O
2578,Adjacent_ring_double_bonds,[*;R]=[*;R]=[*;R],*=*=*
2579,Aliphatic_triflate,COS(=O)(=O)C(F)(F)F,COS(=O)(=O)C(F)(F)F
2580,Alkyl_halides,"[Br,Cl,I][CX4;CH,CH2]",*C
2581,Alkylenamine,"[C;H1$(C([#6;!$(C=O)])),H0$(C([#6;!$(C=O)])[#6;!$(C=O)])]=[CH1]!@N([#6;!$(C(=O))])[#6;!$(C(=O))]",CN(C)~[CH]=C
2582,Alpha_halo_carbonyl,"[C;!$(C[N])](=O)!@[C;h1,h2;H1,H2][F,Cl,Br,I]",*C~C=O
2583,Amino_naphtalimide,c1(N)ccc(C(=O)NC3(=O))c(c3ccc2)c21,Nc1ccc2c3c(cccc13)C(=O)NC2=O
2584,Aminonitrile,NC#N,NC#N
2585,Any_carbazide,O=*N=[N+]=[N-],[N-]=[N+]=N*=O
2586,Aromatic_azides,"c[$([NX2-]-[NX2+]#[NX1]),$([NX2]=[NX2+]=[NX1-]),$(N=N=N)]",*c
2587,Azanitrone,N=[N+]([O-])C,C[N+](=N)[O-]
2588,Azoalkanals,[N;R0]=[N;R0]CC=O,N=NCC=O
2589,Azobenzene,c1ccccc1[N!r]=[N!r]c2ccccc2,c1ccc(N=Nc2ccccc2)cc1
2590,B-carbonyl_quaternary_nitrogen,"C(=O)CC[N+,n+]",*CCC=O
2591,Benzylic_quaternary_nitrogen,"cC[N+,NX4]",*Cc
2592,Beta-carbonyl_quaternary_nitrogen,"C(=O)C[N+,n+,NX4,nX4]",*CC=O
2593,Beta-fluoro-ethyl-on,"[C;H2$(CF),H1$(C(F)F)]!@[CH2][N,O]",*[CH2]~C
2594,Biotin_analogue,C12C(NC(N1)=O)CSC2,O=C1NC2CSCC2N1
